profile_id,source_risk,mode,target,status,predicted_class,success,valid,constraint_feasible,violations,p0_low,p0_medium,p0_high,p_low,p_medium,p_high,l0,l1,l2,optimization_steps,runtime_seconds,final_objective,changed_features,cf_age,cf_annual_income,cf_tax_return_filed,cf_late_filing_count,cf_outstanding_dues,cf_previous_default_count,cf_income_growth_rate,cf_deduction_claim_ratio,cf_transaction_count,cf_total_transaction_value,cf_average_transaction_value,cf_transaction_anomaly_count,cf_transaction_anomaly_ratio,cf_avg_anomaly_score,cf_avg_location_risk_score,cf_avg_device_risk_score,cf_avg_transaction_frequency,cf_std_transaction_amount,cf_max_transaction_amount
TAXP04291,Medium,constrained,Low,SUCCESS,Low,True,True,True,,0.004767288453876972,0.9952322840690613,5.245059924163797e-07,0.6598374843597412,0.34016239643096924,7.314304184546927e-08,16,5.285491943359375,1.4182442426681519,11,0.0036723339999298332,0.8380695581436157,annual_income|tax_return_filed|late_filing_count|outstanding_dues|income_growth_rate|deduction_claim_ratio|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,29.000000642981544,249550.15147300554,0.12437110645482641,1.7027677357190716,-8827.941100347818,3.593553898895152e-09,0.17549955589524519,0.1528461026524554,38.00000043403885,22046.342331413944,131.09655826812013,4.073554685342366,0.10719880275920043,0.11393044863372881,0.21924541945624798,0.16166714059942658,3.620187289802624,151.59447228616648,1531.259115099001
TAXP01707,Medium,constrained,Low,SUCCESS,Low,True,True,True,,0.11093470454216003,0.889065146446228,5.48963043911499e-08,0.6992943286895752,0.3007056713104248,2.2827080670140276e-08,16,1.8315849304199219,0.5018100142478943,4,0.0012169169986009365,0.7036498785018921,annual_income|tax_return_filed|late_filing_count|outstanding_dues|income_growth_rate|deduction_claim_ratio|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,40.00000008348515,389603.9762546102,1.0450465959417528,-0.10737718526989148,16706.006870843354,0.9999999972595282,0.26537793592246334,0.44099150291691297,39.00000028892566,35626.681863235324,757.8375573161051,4.656355415536578,0.1193937275283723,0.12842917111358806,0.21276548651335755,0.1982905220765596,4.185313810962467,1973.1054800789766,12166.905701607542
TAXP04363,Medium,constrained,Low,SUCCESS,Low,True,True,True,,0.004077436402440071,0.9959224462509155,1.0003776651501539e-07,0.68628990650177,0.31371012330055237,3.58363152486163e-08,16,4.3118181228637695,1.117012619972229,10,0.0029888749995734543,0.7280630469322205,annual_income|tax_return_filed|late_filing_count|outstanding_dues|income_growth_rate|deduction_claim_ratio|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,65.00000013041068,300620.4693495686,1.1121622902878516,-0.2666973385395357,-7996.7582719030415,3.593553898895152e-09,0.18198947769369717,0.5895067390539721,22.00000003790413,24705.129665030036,593.7471558252485,4.517316015125837,0.20533254488338182,0.15096849014287272,0.26966313591287194,0.22788668355683386,4.569331406799532,884.0380127308797,7590.126992074862
TAXP02079,Medium,constrained,Low,SUCCESS,Low,True,True,True,,0.00016006911755539477,0.9998356103897095,4.310706572141498e-06,0.6290982961654663,0.3709017336368561,2.7703004334966863e-08,16,11.596506118774414,3.037153482437134,28,0.008292332999189966,1.0540778636932373,annual_income|tax_return_filed|late_filing_count|outstanding_dues|income_growth_rate|deduction_claim_ratio|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,55.00000018797516,-410452.3531418673,0.32719706955017924,-0.7507113732976616,-22973.801176313493,3.593553898895152e-09,-0.03751953318330692,0.02167445330771514,2.99999984076587,19629.563921063702,-396.72360727056287,0.8139693526903927,0.27132311162600026,0.14405965980934393,0.11946828533480577,0.27589995681238155,4.680573659449936,-1088.52929831316,6266.448107563068
TAXP01751,Medium,constrained,Low,SUCCESS,Low,True,True,True,,0.024392144754529,0.9755746126174927,3.32574600179214e-05,0.6767224073410034,0.3232736885547638,3.89017350244103e-06,16,2.5693981647491455,0.661842942237854,6,0.0018245829996885732,0.7758504152297974,annual_income|tax_return_filed|late_filing_count|outstanding_dues|income_growth_rate|deduction_claim_ratio|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,45.99999993444443,251758.93910007156,1.0674975235392086,2.83914851064689,1808.8458991214284,3.593553898895152e-09,-0.21048069544732548,0.11912937981598615,6.0000003507987465,7051.953307103025,404.0753296901304,0.9207538240632972,0.15345895067756352,0.15432115954096082,0.2585567270025888,0.15179423184124385,4.561218824749661,583.5319541415645,3685.42091126683
TAXP00851,Medium,constrained,Low,SUCCESS,Low,True,True,True,,0.001345815951935947,0.9986359477043152,1.8253807866130956e-05,0.6795531511306763,0.32044580578804016,1.0200491260548006e-06,16,8.182694435119629,2.1016736030578613,18,0.005388499999753549,0.8607136607170105,annual_income|tax_return_filed|late_filing_count|outstanding_dues|income_growth_rate|deduction_claim_ratio|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,33.99999985085242,130067.56757275341,0.20466583666678495,0.5053545900362655,-14673.344837655788,3.593553898895152e-09,0.04919074543230523,0.15755527473415631,24.999999957079222,23943.748516333195,57.21813985997153,3.996359959814776,0.15985439555269226,0.11825779995605526,0.19733776029638497,0.16546120897477457,4.366624223332068,368.40829238710717,8798.836945696752
TAXP01193,Medium,constrained,Low,SUCCESS,Low,True,True,True,,0.006730689201503992,0.9932379722595215,3.1298834073822945e-05,0.7305711507797241,0.26942697167396545,1.8902300098488922e-06,16,4.014551162719727,1.0466138124465942,10,0.0029888749995734543,0.6357995867729187,annual_income|tax_return_filed|late_filing_count|outstanding_dues|income_growth_rate|deduction_claim_ratio|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,49.000000146179154,336413.3059435981,0.1122197076821635,0.7310076904704199,-7983.402459959963,0.9999999972595282,0.09822671756986164,0.5775711567377437,6.0000003507987465,8379.965622814525,115.12823744621448,0.868215550676307,0.14470256861958003,0.1396373361305379,0.2971869480046994,0.13954200735629851,3.654209998788739,-190.29617182894208,3058.633785446218
TAXP00766,Medium,constrained,Low,SUCCESS,Low,True,True,True,,0.010959027335047722,0.9887219667434692,0.00031889008823782206,0.7268943190574646,0.2730770707130432,2.8685206416412257e-05,16,4.601985931396484,1.3130724430084229,10,0.0030106249996606493,0.7226820588111877,annual_income|tax_return_filed|late_filing_count|outstanding_dues|income_growth_rate|deduction_claim_ratio|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,48.000000075600916,-14864.999058878282,0.11199542998511713,0.7289311859469108,33950.256735177085,3.593553898895152e-09,0.056038642437269866,0.39717322877269623,45.99999927313331,18616.84759797194,39.693047023582494,0.981816576292832,0.02134384187675643,0.12211398746747956,0.21517207733321708,0.2055366769092713,3.9136194242907796,154.56545375459427,1798.649954233094
TAXP00119,Medium,constrained,Low,SUCCESS,Low,True,True,True,,0.0223102830350399,0.9776565432548523,3.3211224945262074e-05,0.6761911511421204,0.3238053023815155,3.5329767342773266e-06,16,4.616898536682129,1.1558502912521362,10,0.0029909590011811815,0.6765305995941162,annual_income|tax_return_filed|late_filing_count|outstanding_dues|income_growth_rate|deduction_claim_ratio|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,47.00000000502267,1860008.5610048017,1.1131386395913303,0.7323871805791583,8152.054293677961,3.593553898895152e-09,-0.0012720654721110058,0.1129918887630359,16.999999936269194,26251.645518011188,1417.287035501959,2.6264682536867023,0.15449812664617135,0.11257798338963464,0.20600909389077493,0.16924458277486268,3.357654532062522,965.3050070672622,7875.867373702436
TAXP03106,Medium,constrained,Low,SUCCESS,Low,True,True,True,,0.0025858988519757986,0.9974141120910645,1.4113705759655204e-08,0.7742093801498413,0.22579069435596466,4.106276652038332e-09,16,4.685040473937988,1.324436902999878,10,0.0030087499999353895,0.631891667842865,annual_income|tax_return_filed|late_filing_count|outstanding_dues|income_growth_rate|deduction_claim_ratio|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,55.00000018797516,470041.8190985574,1.1123472398806427,0.7315207666174791,12081.860670898566,3.593553898895152e-09,0.44998554872442975,0.13479328679771432,46.99999912802012,29737.127437542662,264.77438843517,5.964560458036593,0.12690552744569605,0.15099949857291484,0.24301877714666872,0.2051325268848027,4.082913277250768,222.01457317789118,5809.400917351736
