profile_id,source_risk,mode,target,status,predicted_class,success,valid,constraint_feasible,violations,p0_low,p0_medium,p0_high,p_low,p_medium,p_high,l0,l1,l2,optimization_steps,runtime_seconds,final_objective,changed_features,cf_age,cf_annual_income,cf_tax_return_filed,cf_late_filing_count,cf_outstanding_dues,cf_previous_default_count,cf_income_growth_rate,cf_deduction_claim_ratio,cf_transaction_count,cf_total_transaction_value,cf_average_transaction_value,cf_transaction_anomaly_count,cf_transaction_anomaly_ratio,cf_avg_anomaly_score,cf_avg_location_risk_score,cf_avg_device_risk_score,cf_avg_transaction_frequency,cf_std_transaction_amount,cf_max_transaction_amount
TAXP04291,Medium,unconstrained,Low,SUCCESS,Low,True,False,False,immutable:age|immutable:previous_default_count|immutable:transaction_count|derived:transaction_anomaly_count|categorical:income_sources,0.004767288453876972,0.9952322840690613,5.245059924163797e-07,0.7891342043876648,0.210865780711174,1.34103583793177e-09,19,4.923282623291016,1.0007445812225342,7,0.04448837500058289,0.7958202362060547,age|annual_income|tax_return_filed|late_filing_count|outstanding_dues|previous_default_count|income_growth_rate|deduction_claim_ratio|transaction_count|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,27.021349024213727,331065.87366645725,0.07902271154314744,1.8111953983108995,-5589.316872401689,-0.1263482400778611,0.17799342245216238,0.16994630543385694,34.761262182317566,19568.00775882775,230.71625861081503,4.73811461053943,0.11611785738894759,0.11689909394054461,0.2240725034775805,0.16609600184559414,3.694538751762538,358.43131366390367,2419.2443106380697
TAXP04291,Medium,constrained,Low,SUCCESS,Low,True,True,True,,0.004767288453876972,0.9952322840690613,5.245059924163797e-07,0.6598374843597412,0.34016239643096924,7.314304184546927e-08,16,5.285491943359375,1.4182442426681519,11,0.0036723339999298332,0.8380695581436157,annual_income|tax_return_filed|late_filing_count|outstanding_dues|income_growth_rate|deduction_claim_ratio|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,29.000000642981544,249550.15147300554,0.12437110645482641,1.7027677357190716,-8827.941100347818,3.593553898895152e-09,0.17549955589524519,0.1528461026524554,38.00000043403885,22046.342331413944,131.09655826812013,4.073554685342366,0.10719880275920043,0.11393044863372881,0.21924541945624798,0.16166714059942658,3.620187289802624,151.59447228616648,1531.259115099001
TAXP01707,Medium,unconstrained,Low,SUCCESS,Low,True,False,False,immutable:age|immutable:previous_default_count|immutable:transaction_count|derived:transaction_anomaly_count|categorical:income_sources,0.11093470454216003,0.889065146446228,5.48963043911499e-08,0.8310756087303162,0.16892434656620026,3.302821349748797e-09,19,2.0496792793273926,0.4228134751319885,3,0.0005180839998502051,0.5805911421775818,age|annual_income|tax_return_filed|late_filing_count|outstanding_dues|previous_default_count|income_growth_rate|deduction_claim_ratio|transaction_count|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,41.08702837846639,409115.76513778616,1.0337665744767572,-0.08051595390389665,17504.782587561363,0.9457914953551314,0.2612427431029062,0.44520105590000075,37.7071845519181,35115.56617064425,780.0805057374473,4.886728622671475,0.12159400828881026,0.12909492436783723,0.21353091147838785,0.19948571431198445,4.176038189995655,2023.716149393644,11923.53296742999
TAXP01707,Medium,constrained,Low,SUCCESS,Low,True,True,True,,0.11093470454216003,0.889065146446228,5.48963043911499e-08,0.6992943286895752,0.3007056713104248,2.2827080670140276e-08,16,1.8315849304199219,0.5018100142478943,4,0.0012169169986009365,0.7036498785018921,annual_income|tax_return_filed|late_filing_count|outstanding_dues|income_growth_rate|deduction_claim_ratio|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,40.00000008348515,389603.9762546102,1.0450465959417528,-0.10737718526989148,16706.006870843354,0.9999999972595282,0.26537793592246334,0.44099150291691297,39.00000028892566,35626.681863235324,757.8375573161051,4.656355415536578,0.1193937275283723,0.12842917111358806,0.21276548651335755,0.1982905220765596,4.185313810962467,1973.1054800789766,12166.905701607542
TAXP04363,Medium,unconstrained,Low,SUCCESS,Low,True,False,False,immutable:age|immutable:previous_default_count|immutable:transaction_count|derived:transaction_anomaly_count|categorical:income_sources,0.004077436402440071,0.9959224462509155,1.0003776651501539e-07,0.6973717212677002,0.30262821912765503,2.9346258756390853e-09,19,4.039981842041016,0.8304525017738342,6,0.000973166001131176,0.9963656067848206,age|annual_income|tax_return_filed|late_filing_count|outstanding_dues|previous_default_count|income_growth_rate|deduction_claim_ratio|transaction_count|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,66.43152439461664,378398.53727161593,1.0673788001447564,-0.1601169644730035,-4794.368542542454,-0.10804960518084583,0.18280377872616585,0.6028821605064436,19.28375555125967,22125.146595981787,688.611127894282,4.7758473381162805,0.2140929241765922,0.1535292743069292,0.26457578391827874,0.23253137927771841,4.647457686395203,1095.7051619178176,6906.850589315538
TAXP04363,Medium,constrained,Low,SUCCESS,Low,True,True,True,,0.004077436402440071,0.9959224462509155,1.0003776651501539e-07,0.68628990650177,0.31371012330055237,3.58363152486163e-08,16,4.3118181228637695,1.117012619972229,10,0.0029888749995734543,0.7280630469322205,annual_income|tax_return_filed|late_filing_count|outstanding_dues|income_growth_rate|deduction_claim_ratio|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,65.00000013041068,300620.4693495686,1.1121622902878516,-0.2666973385395357,-7996.7582719030415,3.593553898895152e-09,0.18198947769369717,0.5895067390539721,22.00000003790413,24705.129665030036,593.7471558252485,4.517316015125837,0.20533254488338182,0.15096849014287272,0.26966313591287194,0.22788668355683386,4.569331406799532,884.0380127308797,7590.126992074862
TAXP02079,Medium,unconstrained,Low,SUCCESS,Low,True,False,False,immutable:age|immutable:previous_default_count|immutable:transaction_count|derived:transaction_anomaly_count|categorical:income_sources,0.00016006911755539477,0.9998356103897095,4.310706572141498e-06,0.8142011761665344,0.18579883873462677,3.794826952674413e-11,19,10.626274108886719,2.2073278427124023,16,0.0023936249999678694,0.8862268328666687,age|annual_income|tax_return_filed|late_filing_count|outstanding_dues|previous_default_count|income_growth_rate|deduction_claim_ratio|transaction_count|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,54.98214626763517,-172835.35933327058,0.18143345336677885,-0.42569471880760346,-12821.430364081314,-0.2890568530320733,-0.01582749999292471,0.07511351712544445,-4.470144208817576,10813.677661052738,-52.591640389835106,0.41987120047606274,0.29808505729554063,0.1528647294975103,0.13180562416681701,0.29209939570778226,4.754117015254002,-464.18507333581033,4005.4772480062834
TAXP02079,Medium,constrained,Low,SUCCESS,Low,True,True,True,,0.00016006911755539477,0.9998356103897095,4.310706572141498e-06,0.6290982961654663,0.3709017336368561,2.7703004334966863e-08,16,11.596506118774414,3.037153482437134,28,0.008292332999189966,1.0540778636932373,annual_income|tax_return_filed|late_filing_count|outstanding_dues|income_growth_rate|deduction_claim_ratio|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,55.00000018797516,-410452.3531418673,0.32719706955017924,-0.7507113732976616,-22973.801176313493,3.593553898895152e-09,-0.03751953318330692,0.02167445330771514,2.99999984076587,19629.563921063702,-396.72360727056287,0.8139693526903927,0.27132311162600026,0.14405965980934393,0.11946828533480577,0.27589995681238155,4.680573659449936,-1088.52929831316,6266.448107563068
TAXP01751,Medium,unconstrained,Low,SUCCESS,Low,True,False,False,immutable:age|immutable:previous_default_count|immutable:transaction_count|derived:transaction_anomaly_count|categorical:income_sources,0.024392144754529,0.9755746126174927,3.32574600179214e-05,0.6172651648521423,0.382733553647995,1.3512906207324704e-06,19,2.1280972957611084,0.43107980489730835,3,0.000488499999846681,1.4957666397094727,age|annual_income|tax_return_filed|late_filing_count|outstanding_dues|previous_default_count|income_growth_rate|deduction_claim_ratio|transaction_count|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,45.06013938501142,311667.86764257203,1.033746216135773,2.919399891126513,4205.53778885596,-0.05397425435936554,-0.19672593297177046,0.13115737407840936,4.579092318636377,5149.865999587802,475.75163115993763,0.886910032207366,0.16005642248312135,0.15634220789993483,0.25976005773571215,0.15530079489529747,4.613909765865842,739.1951097425055,3002.3772977792105
TAXP01751,Medium,constrained,Low,SUCCESS,Low,True,True,True,,0.024392144754529,0.9755746126174927,3.32574600179214e-05,0.6767224073410034,0.3232736885547638,3.89017350244103e-06,16,2.5693981647491455,0.661842942237854,6,0.0018245829996885732,0.7758504152297974,annual_income|tax_return_filed|late_filing_count|outstanding_dues|income_growth_rate|deduction_claim_ratio|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,45.99999993444443,251758.93910007156,1.0674975235392086,2.83914851064689,1808.8458991214284,3.593553898895152e-09,-0.21048069544732548,0.11912937981598615,6.0000003507987465,7051.953307103025,404.0753296901304,0.9207538240632972,0.15345895067756352,0.15432115954096082,0.2585567270025888,0.15179423184124385,4.561218824749661,583.5319541415645,3685.42091126683
